14,RotationProject,False,5.905476,em_model
14,RotationProject,True,13.1718362,em_model
14,RotationProject,True,1.8362011,em_model 2
14,RotationProject,True,5.9978718,em_model 2
14,RotationProject,True,3.6890571,em_model 3
14,RotationProject,False,6.9466101,noah_model
14,RotationProject,False,13.4621147,noah_model
14,RotationProject,False,18.9884677,noah_model
14,RotationProject,False,24.9894695,noah_model
14,RotationProject,False,31.9642463,noah_model
14,RotationProject,False,37.0878411,noah_model
14,RotationProject,True,44.4386229,noah_model
14,RotationProject,True,15.2293259,noah_model 2
14,RotationProject,True,4.2161702,sean_model
14,RotationProject,False,2.9784913,sean_model 2
14,RotationProject,False,10.6624632,sean_model 2
14,RotationProject,False,14.4496049,sean_model 2
14,RotationProject,False,40.5103197,sean_model 2
14,RotationProject,False,41.3047959,sean_model 2
14,RotationProject,False,41.8889906,sean_model 2
14,RotationProject,False,42.7660418,sean_model 2
14,RotationProject,False,44.5761206,sean_model 2
14,RotationProject,False,45.2433624,sean_model 2
14,RotationProject,False,45.925879,sean_model 2
14,RotationProject,False,47.4289827,sean_model 2
14,RotationProject,False,51.7597392,sean_model 2
14,RotationProject,False,4.5384217,sean_model 3
14,RotationProject,False,10.3858728,asher_model
14,RotationProject,False,12.5576345,asher_model
14,RotationProject,False,24.0714861,asher_model
14,RotationProject,False,36.3502974,asher_model
14,RotationProject,False,38.6758894,asher_model
14,RotationProject,False,49.2692426,asher_model
14,RotationProject,False,57.4415466,asher_model
14,RotationProject,False,61.2984937,asher_model
14,RotationProject,False,85.1605547,asher_model
14,RotationProject,False,99.5280418,asher_model
14,RotationProject,False,101.1852168,asher_model
14,RotationProject,False,105.5143592,asher_model
