1,RotationProject_Interval,True,1.9492938,em_model
1,RotationProject_Interval,True,6.5849793,em_model 2
1,RotationProject_Interval,True,2.1565431,em_model 3
1,RotationProject_Interval,True,1.8361609,noah_model
1,RotationProject_Interval,True,2.7691061,noah_model 2
1,RotationProject_Interval,True,2.2119028,sean_model
1,RotationProject_Interval,False,2.4914124,sean_model 2
1,RotationProject_Interval,False,3.0071042,sean_model 3
1,RotationProject_Interval,True,4.4685391,sean_model 3
1,RotationProject_Interval,True,2.1288994,asher_model
1,RotationProject_Interval,False,9.7857282,asher_model 2
1,RotationProject_Interval,False,12.7373019,asher_model 2
1,RotationProject_Interval,True,18.9460356,asher_model 2
